idade,genero,raca_cor,regiao,escolaridade,situacao_trabalho,cargo_original,cargo_padronizado,senioridade,faixa_salarial,salario_estimado,experiencia_dados,experiencia_dados_anos,experiencia_ti,modelo_trabalho,usa_sql,usa_python,usa_r
38,Masculino,Parda,Nordeste,Pós-graduação,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Software e Sistemas,Sênior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 1 a 2 anos,1.5,Mais de 10 anos,Modelo 100% presencial,1.0,1.0,0.0
38,Masculino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Professor/Pesquisador,Academia e Pesquisa,Pleno,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,0.0,1.0,1.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,de 5 a 6 anos,5.5,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
38,Masculino,Preta,Sul,Graduação/Bacharelado,Empregado (CLT),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Produto e Gestão,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 1 a 2 anos,1.5,de 7 a 10 anos,Modelo 100% remoto,1.0,0.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Júnior,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,0.0,0.0
38,Masculino,Branca,,Estudante de Graduação,Freelancer,Outra Opção,Outros cargos,Pleno,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,,,
38,Masculino,Branca,Sudeste,Graduação/Bacharelado,Freelancer,Cientista de Dados/Data Scientist,Ciência de Dados e IA,Júnior,de R$ 3.001/mês a R$ 4.000/mês,3500.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,0.0,1.0,0.0
38,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
38,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),,Não informado,,Acima de R$ 40.001/mês,45000.0,Mais de 10 anos,12.0,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
38,Masculino,Branca,Sul,Mestrado,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Software e Sistemas,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 3 a 4 anos,3.5,de 3 a 4 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Parda,Sudeste,Pós-graduação,Empreendedor ou Empregado (CNPJ),Analista de BI/BI Analyst,Análise de Dados e BI,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Mais de 10 anos,12.0,Mais de 10 anos,Modelo 100% remoto,1.0,0.0,0.0
38,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 30.001/mês a R$ 40.000/mês,35000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
38,Masculino,Parda,Nordeste,Graduação/Bacharelado,Empregado (CLT),Outra Opção,Outros cargos,Pleno,de R$ 3.001/mês a R$ 4.000/mês,3500.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,,,
38,Feminino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,1.0
38,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Suporte/Analista Técnico,Outros cargos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,1.0,0.0,0.0
38,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 7 a 10 anos,8.5,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
38,Masculino,Branca,Sul,Mestrado,Empregado (CLT),,Não informado,,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
38,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,3500.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Parda,Sul,Pós-graduação,Empregado (CLT),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Produto e Gestão,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Mais de 10 anos,12.0,de 7 a 10 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
38,Masculino,Preta,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Mais de 10 anos,12.0,de 5 a 6 anos,Modelo 100% remoto,,,
38,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,0.0,0.0
38,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Júnior,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empreendedor ou Empregado (CNPJ),,Não informado,,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 20.001/mês a R$ 25.000/mês,22500.5,Mais de 10 anos,12.0,de 1 a 2 anos,Modelo 100% remoto,,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Masculino,Branca,Sul,Graduação/Bacharelado,Prefiro não informar,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Software e Sistemas,Sênior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,Mais de 10 anos,12.0,de 1 a 2 anos,Modelo 100% remoto,,,
38,Masculino,Branca,Sul,Mestrado,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Software e Sistemas,Júnior,de R$ 3.001/mês a R$ 4.000/mês,3500.5,de 3 a 4 anos,3.5,Menos de 1 ano,Modelo 100% remoto,,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Mais de 10 anos,12.0,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 5 a 6 anos,5.5,Menos de 1 ano,Modelo 100% remoto,,,
38,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 1 a 2 anos,1.5,de 3 a 4 anos,Modelo 100% presencial,,,
38,Masculino,Branca,Centro-oeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 5 a 6 anos,5.5,de 7 a 10 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Feminino,Branca,,Mestrado,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Cientista de Dados/Data Scientist,Ciência de Dados e IA,Pleno,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,1.0
38,Masculino,Parda,Norte,Doutorado ou Phd,Servidor Público,Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,de 7 a 10 anos,Modelo 100% remoto,1.0,1.0,1.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,0.0,1.0,0.0
38,Masculino,Indígena,Nordeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,de 1 a 2 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Feminino,Branca,Sul,Doutorado ou Phd,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,0.0,1.0,0.0
38,Masculino,Preta,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
38,Feminino,Parda,Sudeste,Estudante de Graduação,Empregado (CLT),Outra Opção,Outros cargos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,5000.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,0.0,0.0
38,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,Mais de 10 anos,12.0,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Mais de 10 anos,12.0,de 7 a 10 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Branca,Sul,Mestrado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,1.0
38,Feminino,Branca,Sul,Pós-graduação,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 1 a 2 anos,1.5,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
38,Masculino,Parda,Centro-oeste,Pós-graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 30.001/mês a R$ 40.000/mês,35000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
38,Feminino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Júnior,de R$ 1.001/mês a R$ 2.000/mês,1500.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,0.0,0.0
38,Masculino,Preta,Sudeste,Pós-graduação,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Júnior,de R$ 4.001/mês a R$ 6.000/mês,5000.5,Menos de 1 ano,0.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,1.0
38,Masculino,Preta,Nordeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 3 a 4 anos,3.5,Mais de 10 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Preta,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
38,Feminino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Analista de Suporte/Analista Técnico,Outros cargos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,5000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
38,Feminino,Branca,Sul,Mestrado,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 3 a 4 anos,3.5,de 7 a 10 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Arquiteto de Dados/Data Architect,Engenharia de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,Mais de 10 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Parda,Centro-oeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Mais de 10 anos,12.0,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,1.0,0.0,0.0
38,Feminino,Amarela,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 3 a 4 anos,3.5,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,Menos de 1 ano,Modelo 100% presencial,1.0,1.0,0.0
38,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Pleno,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
38,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 7 a 10 anos,8.5,de 3 a 4 anos,Modelo 100% remoto,1.0,1.0,0.0
38,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),,Não informado,,de R$ 4.001/mês a R$ 6.000/mês,5000.5,Menos de 1 ano,0.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empreendedor ou Empregado (CNPJ),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
38,Feminino,Parda,Sul,Estudante de Graduação,Empregado (CLT),Outra Opção,Outros cargos,Júnior,de R$ 2.001/mês a R$ 3.000/mês,2500.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,,,
38,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 25.001/mês a R$ 30.000/mês,27500.5,Mais de 10 anos,12.0,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,0.0
38,Masculino,Parda,Sul,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,1.0,0.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,Mais de 10 anos,Modelo 100% remoto,,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 30.001/mês a R$ 40.000/mês,35000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
38,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Parda,Centro-oeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,0.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empreendedor ou Empregado (CNPJ),,Não informado,,de R$ 2.001/mês a R$ 3.000/mês,2500.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
38,Masculino,Preta,Sul,Pós-graduação,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Software e Sistemas,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Menos de 1 ano,0.5,de 5 a 6 anos,Modelo 100% remoto,,,
38,Masculino,Branca,,Pós-graduação,Freelancer,Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 30.001/mês a R$ 40.000/mês,35000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
38,Feminino,Branca,Sul,Pós-graduação,Empregado (CLT),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Produto e Gestão,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
38,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios/Business Analyst,Análise de Dados e BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,0.0,0.0,0.0
38,Masculino,Branca,Sudeste,Mestrado,Empreendedor ou Empregado (CNPJ),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Feminino,Parda,Sul,Pós-graduação,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,0.0,0.0
38,Masculino,Branca,Nordeste,Doutorado ou Phd,Servidor Público,Professor/Pesquisador,Academia e Pesquisa,Júnior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,0.0,1.0,1.0
38,Feminino,Branca,Sul,Mestrado,Empregado (CLT),,Não informado,,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Arquiteto de Dados/Data Architect,Engenharia de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Mais de 10 anos,12.0,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,0.0
38,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
38,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,0.0,0.0
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,7000.5,Menos de 1 ano,0.5,Mais de 10 anos,Modelo 100% presencial,1.0,1.0,0.0
38,Masculino,Parda,Norte,Mestrado,Servidor Público,,Não informado,,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
38,Feminino,Preta,Sul,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Mais de 10 anos,12.0,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
38,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 20.001/mês a R$ 25.000/mês,22500.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,0.0
